id,run_id,timeStep,corridorRecommended
16,0,51,31
16,0,76,31
16,0,101,51
16,0,126,51
16,0,151,51
16,0,176,51
16,0,201,31
16,0,226,31
16,0,251,31
16,0,276,31
16,0,301,51
16,0,326,51
16,0,351,51
16,0,376,51
16,0,401,31
16,0,426,31
16,0,451,31
16,0,476,51
16,0,501,51
16,0,526,51
16,0,551,31
16,0,576,31
16,0,601,31
16,0,626,31
16,0,651,31
16,0,676,51
16,0,701,51
16,0,726,51
16,0,751,51
16,0,776,31
16,0,801,31
16,0,826,31
16,0,851,31
16,0,876,51
16,0,901,51
16,0,926,51
16,0,951,51
16,0,976,51
16,0,1001,31
16,0,1026,31
16,0,1051,31
16,0,1076,31
16,0,1101,31
16,0,1126,51
16,0,1151,51
16,0,1176,51
16,0,1201,51
16,0,1226,51
16,0,1251,31
16,0,1276,31
16,0,1301,31
17,0,26,11
17,0,51,31
17,0,76,51
17,0,101,51
17,0,126,51
17,0,151,51
17,0,176,31
17,0,201,31
17,0,226,31
17,0,251,31
17,0,276,51
17,0,301,51
17,0,326,51
17,0,351,51
17,0,376,31
17,0,401,31
17,0,426,31
17,0,451,31
17,0,476,51
17,0,501,51
17,0,526,51
17,0,551,51
17,0,576,51
17,0,601,31
17,0,626,31
17,0,651,31
17,0,676,31
17,0,701,31
17,0,726,51
17,0,751,51
17,0,776,51
17,0,801,51
17,0,826,51
17,0,851,51
17,0,876,31
17,0,901,31
17,0,926,31
17,0,951,31
17,0,976,31
17,0,1001,51
17,0,1026,51
17,0,1051,51
17,0,1076,51
17,0,1101,51
17,0,1126,51
17,0,1151,31
17,0,1176,31
17,0,1201,31
17,0,1226,31
17,0,1251,31
17,0,1276,51
17,0,1301,51
18,0,26,31
18,0,51,51
18,0,76,51
18,0,101,51
18,0,126,51
18,0,151,31
18,0,176,31
18,0,201,31
18,0,226,31
18,0,251,51
18,0,276,51
18,0,301,51
18,0,326,51
18,0,351,51
18,0,376,31
18,0,401,31
18,0,426,31
18,0,451,31
18,0,476,31
18,0,501,31
18,0,526,51
18,0,551,51
18,0,576,51
18,0,601,51
18,0,626,31
18,0,651,31
18,0,676,31
18,0,701,31
18,0,726,31
18,0,751,51
18,0,776,51
18,0,801,51
18,0,826,51
18,0,851,51
18,0,876,51
18,0,901,31
18,0,926,31
18,0,951,31
18,0,976,31
18,0,1001,31
18,0,1026,51
18,0,1051,51
18,0,1076,51
18,0,1101,51
18,0,1126,51
18,0,1151,31
18,0,1176,31
18,0,1201,31
18,0,1226,31
18,0,1251,31
18,0,1276,51
18,0,1301,51
19,0,26,31
19,0,51,31
19,0,76,51
19,0,101,51
19,0,126,51
19,0,151,51
19,0,176,51
19,0,201,31
19,0,226,31
19,0,251,31
19,0,276,31
19,0,301,31
19,0,326,31
19,0,351,51
19,0,376,51
19,0,401,51
19,0,426,51
19,0,451,51
19,0,476,51
19,0,501,51
19,0,526,31
19,0,551,31
19,0,576,31
19,0,601,31
19,0,626,31
19,0,651,51
19,0,676,51
19,0,701,51
19,0,726,51
19,0,751,51
19,0,776,51
19,0,801,31
19,0,826,31
19,0,851,31
19,0,876,31
19,0,901,31
19,0,926,51
19,0,951,51
19,0,976,51
19,0,1001,51
19,0,1026,51
19,0,1051,31
19,0,1076,31
19,0,1101,31
19,0,1126,31
19,0,1151,31
19,0,1176,51
19,0,1201,51
19,0,1226,51
19,0,1251,51
19,0,1276,51
19,0,1301,51
20,0,26,11
20,0,51,31
20,0,76,31
20,0,101,51
20,0,126,51
20,0,151,51
20,0,176,51
20,0,201,31
20,0,226,31
20,0,251,31
20,0,276,31
20,0,301,31
20,0,326,51
20,0,351,51
20,0,376,51
20,0,401,51
20,0,426,31
20,0,451,31
20,0,476,31
20,0,501,31
20,0,526,51
20,0,551,51
20,0,576,51
20,0,601,51
20,0,626,51
20,0,651,31
20,0,676,31
20,0,701,31
20,0,726,31
20,0,751,31
20,0,776,51
20,0,801,51
20,0,826,51
20,0,851,51
20,0,876,51
20,0,901,31
20,0,926,31
20,0,951,31
20,0,976,31
20,0,1001,51
20,0,1026,51
20,0,1051,51
20,0,1076,51
20,0,1101,51
20,0,1126,31
20,0,1151,31
20,0,1176,31
20,0,1201,31
20,0,1226,51
20,0,1251,51
20,0,1276,51
20,0,1301,51
21,0,26,11
21,0,51,31
21,0,76,51
21,0,101,51
21,0,126,51
21,0,151,31
21,0,176,31
21,0,201,31
21,0,226,51
21,0,251,51
21,0,276,51
21,0,301,51
21,0,326,31
21,0,351,31
21,0,376,31
21,0,401,31
21,0,426,31
21,0,451,51
21,0,476,51
21,0,501,51
21,0,526,51
21,0,551,51
21,0,576,31
21,0,601,31
21,0,626,31
21,0,651,31
21,0,676,31
21,0,701,51
21,0,726,51
21,0,751,51
21,0,776,51
21,0,801,51
21,0,826,51
21,0,851,31
21,0,876,31
21,0,901,31
21,0,926,31
21,0,951,31
21,0,976,31
21,0,1001,51
21,0,1026,51
21,0,1051,51
21,0,1076,51
21,0,1101,51
21,0,1126,51
21,0,1151,31
21,0,1176,31
21,0,1201,31
21,0,1226,31
21,0,1251,31
21,0,1276,51
21,0,1301,51
22,0,26,11
22,0,51,31
22,0,76,31
22,0,101,51
22,0,126,51
22,0,151,51
22,0,176,51
22,0,201,31
22,0,226,31
22,0,251,31
22,0,276,31
22,0,301,51
22,0,326,51
22,0,351,51
22,0,376,51
22,0,401,51
22,0,426,31
22,0,451,31
22,0,476,31
22,0,501,31
22,0,526,31
22,0,551,31
22,0,576,51
22,0,601,51
22,0,626,51
22,0,651,51
22,0,676,51
22,0,701,51
22,0,726,31
22,0,751,31
22,0,776,31
22,0,801,31
22,0,826,31
22,0,851,31
22,0,876,51
22,0,901,51
22,0,926,51
22,0,951,51
22,0,976,31
22,0,1001,31
22,0,1026,31
22,0,1051,31
22,0,1076,51
22,0,1101,51
22,0,1126,51
22,0,1151,51
22,0,1176,51
22,0,1201,31
22,0,1226,31
22,0,1251,31
22,0,1276,31
22,0,1301,51
23,0,26,31
23,0,51,51
23,0,76,51
23,0,101,51
23,0,126,51
23,0,151,51
23,0,176,31
23,0,201,31
23,0,226,31
23,0,251,31
23,0,276,31
23,0,301,51
23,0,326,51
23,0,351,51
23,0,376,51
23,0,401,51
23,0,426,51
23,0,451,31
23,0,476,31
23,0,501,31
23,0,526,31
23,0,551,31
23,0,576,31
23,0,601,51
23,0,626,51
23,0,651,51
23,0,676,51
23,0,701,51
23,0,726,51
23,0,751,51
23,0,776,31
23,0,801,31
23,0,826,31
23,0,851,31
23,0,876,31
23,0,901,31
23,0,926,51
23,0,951,51
23,0,976,51
23,0,1001,51
23,0,1026,51
23,0,1051,51
23,0,1076,31
23,0,1101,31
23,0,1126,31
23,0,1151,31
23,0,1176,31
23,0,1201,51
23,0,1226,51
23,0,1251,51
23,0,1276,51
23,0,1301,31
24,0,26,31
24,0,51,51
24,0,76,51
24,0,101,51
24,0,126,51
24,0,151,51
24,0,176,31
24,0,201,31
24,0,226,31
24,0,251,31
24,0,276,31
24,0,301,51
24,0,326,51
24,0,351,51
24,0,376,51
24,0,401,51
24,0,426,51
24,0,451,31
24,0,476,31
24,0,501,31
24,0,526,31
24,0,551,31
24,0,576,31
24,0,601,51
24,0,626,51
24,0,651,51
24,0,676,51
24,0,701,51
24,0,726,51
24,0,751,31
24,0,776,31
24,0,801,31
24,0,826,31
24,0,851,31
24,0,876,31
24,0,901,51
24,0,926,51
24,0,951,51
24,0,976,51
24,0,1001,51
24,0,1026,51
24,0,1051,31
24,0,1076,31
24,0,1101,31
24,0,1126,31
24,0,1151,31
24,0,1176,51
24,0,1201,51
24,0,1226,51
24,0,1251,51
24,0,1276,51
24,0,1301,31
25,0,26,11
25,0,51,31
25,0,76,51
25,0,101,51
25,0,126,51
25,0,151,51
25,0,176,31
25,0,201,31
25,0,226,31
25,0,251,31
25,0,276,31
25,0,301,51
25,0,326,51
25,0,351,51
25,0,376,51
25,0,401,51
25,0,426,51
25,0,451,31
25,0,476,31
25,0,501,31
25,0,526,31
25,0,551,31
25,0,576,51
25,0,601,51
25,0,626,51
25,0,651,51
25,0,676,51
25,0,701,31
25,0,726,31
25,0,751,31
25,0,776,31
25,0,801,51
25,0,826,51
25,0,851,51
25,0,876,51
25,0,901,51
25,0,926,31
25,0,951,31
25,0,976,31
25,0,1001,31
25,0,1026,31
25,0,1051,31
25,0,1076,51
25,0,1101,51
25,0,1126,51
25,0,1151,51
25,0,1176,51
25,0,1201,51
25,0,1226,31
25,0,1251,31
25,0,1276,31
25,0,1301,31
26,0,26,11
26,0,51,31
26,0,76,51
26,0,101,51
26,0,126,51
26,0,151,31
26,0,176,31
26,0,201,31
26,0,226,51
26,0,251,51
26,0,276,51
26,0,301,51
26,0,326,51
26,0,351,31
26,0,376,31
26,0,401,31
26,0,426,31
26,0,451,31
26,0,476,31
26,0,501,51
26,0,526,51
26,0,551,51
26,0,576,51
26,0,601,51
26,0,626,31
26,0,651,31
26,0,676,31
26,0,701,31
26,0,726,51
26,0,751,51
26,0,776,51
26,0,801,31
26,0,826,31
26,0,851,31
26,0,876,51
26,0,901,51
26,0,926,51
26,0,951,51
26,0,976,31
26,0,1001,31
26,0,1026,31
26,0,1051,31
26,0,1076,51
26,0,1101,51
26,0,1126,51
26,0,1151,51
26,0,1176,31
26,0,1201,31
26,0,1226,31
26,0,1251,31
26,0,1276,51
26,0,1301,51
27,0,26,11
27,0,51,31
27,0,76,31
27,0,101,51
27,0,126,51
27,0,151,51
27,0,176,51
27,0,201,31
27,0,226,31
27,0,251,31
27,0,276,31
27,0,301,51
27,0,326,51
27,0,351,51
27,0,376,51
27,0,401,51
27,0,426,31
27,0,451,31
27,0,476,31
27,0,501,31
27,0,526,31
27,0,551,31
27,0,576,51
27,0,601,51
27,0,626,51
27,0,651,51
27,0,676,51
27,0,701,31
27,0,726,31
27,0,751,31
27,0,776,31
27,0,801,31
27,0,826,31
27,0,851,51
27,0,876,51
27,0,901,51
27,0,926,51
27,0,951,51
27,0,976,51
27,0,1001,31
27,0,1026,31
27,0,1051,31
27,0,1076,31
27,0,1101,31
27,0,1126,51
27,0,1151,51
27,0,1176,51
27,0,1201,51
27,0,1226,51
27,0,1251,31
27,0,1276,31
27,0,1301,31
28,0,26,31
28,0,51,51
28,0,76,51
28,0,101,51
28,0,126,51
28,0,151,31
28,0,176,31
28,0,201,31
28,0,226,31
28,0,251,31
28,0,276,51
28,0,301,51
28,0,326,51
28,0,351,51
28,0,376,51
28,0,401,31
28,0,426,31
28,0,451,31
28,0,476,31
28,0,501,31
28,0,526,31
28,0,551,51
28,0,576,51
28,0,601,51
28,0,626,51
28,0,651,51
28,0,676,51
28,0,701,51
28,0,726,31
28,0,751,31
28,0,776,31
28,0,801,31
28,0,826,31
28,0,851,31
28,0,876,51
28,0,901,51
28,0,926,51
28,0,951,51
28,0,976,51
28,0,1001,31
28,0,1026,31
28,0,1051,31
28,0,1076,31
28,0,1101,31
28,0,1126,31
28,0,1151,51
28,0,1176,51
28,0,1201,51
28,0,1226,51
28,0,1251,51
28,0,1276,31
28,0,1301,31
29,0,26,31
29,0,51,51
29,0,76,51
29,0,101,51
29,0,126,51
29,0,151,31
29,0,176,31
29,0,201,31
29,0,226,31
29,0,251,51
29,0,276,51
29,0,301,51
29,0,326,51
29,0,351,51
29,0,376,31
29,0,401,31
29,0,426,31
29,0,451,31
29,0,476,31
29,0,501,51
29,0,526,51
29,0,551,51
29,0,576,51
29,0,601,51
29,0,626,51
29,0,651,31
29,0,676,31
29,0,701,31
29,0,726,31
29,0,751,31
29,0,776,31
29,0,801,51
29,0,826,51
29,0,851,51
29,0,876,51
29,0,901,51
29,0,926,51
29,0,951,31
29,0,976,31
29,0,1001,31
29,0,1026,31
29,0,1051,31
29,0,1076,31
29,0,1101,51
29,0,1126,51
29,0,1151,51
29,0,1176,51
29,0,1201,51
29,0,1226,31
29,0,1251,31
29,0,1276,31
29,0,1301,31
30,0,26,11
30,0,51,31
30,0,76,51
30,0,101,51
30,0,126,51
30,0,151,31
30,0,176,31
30,0,201,31
30,0,226,31
30,0,251,51
30,0,276,51
30,0,301,51
30,0,326,51
30,0,351,51
30,0,376,51
30,0,401,31
30,0,426,31
30,0,451,31
30,0,476,31
30,0,501,31
30,0,526,31
30,0,551,51
30,0,576,51
30,0,601,51
30,0,626,51
30,0,651,51
30,0,676,51
30,0,701,31
30,0,726,31
30,0,751,31
30,0,776,31
30,0,801,31
30,0,826,51
30,0,851,51
30,0,876,51
30,0,901,51
30,0,926,51
30,0,951,31
30,0,976,31
30,0,1001,31
30,0,1026,31
30,0,1051,31
30,0,1076,51
30,0,1101,51
30,0,1126,51
30,0,1151,51
30,0,1176,51
30,0,1201,31
30,0,1226,31
30,0,1251,31
30,0,1276,31
30,0,1301,31
31,0,26,11
31,0,51,31
31,0,76,51
31,0,101,51
31,0,126,51
31,0,151,31
31,0,176,31
31,0,201,31
31,0,226,31
31,0,251,51
31,0,276,51
31,0,301,51
31,0,326,51
31,0,351,51
31,0,376,31
31,0,401,31
31,0,426,31
31,0,451,31
31,0,476,31
31,0,501,31
31,0,526,51
31,0,551,51
31,0,576,51
31,0,601,51
31,0,626,51
31,0,651,51
31,0,676,31
31,0,701,31
31,0,726,31
31,0,751,31
31,0,776,31
31,0,801,31
31,0,826,51
31,0,851,51
31,0,876,51
31,0,901,51
31,0,926,51
31,0,951,51
31,0,976,31
31,0,1001,31
31,0,1026,31
31,0,1051,31
31,0,1076,31
31,0,1101,31
31,0,1126,51
31,0,1151,51
31,0,1176,51
31,0,1201,51
31,0,1226,51
31,0,1251,31
31,0,1276,31
31,0,1301,31
32,0,26,11
32,0,51,31
32,0,76,51
32,0,101,51
32,0,126,51
32,0,151,51
32,0,176,31
32,0,201,31
32,0,226,31
32,0,251,31
32,0,276,31
32,0,301,51
32,0,326,51
32,0,351,51
32,0,376,51
32,0,401,51
32,0,426,51
32,0,451,31
32,0,476,31
32,0,501,31
32,0,526,31
32,0,551,31
32,0,576,31
32,0,601,51
